Gene_model,Gene_type,Description
AT1G73600,protein_coding,"Description: Encodes a S-adenosyl-L-methionine-dependent phosphoethanolamine N-methyltransferase whose expression is responsive to both phosphate (Pi) and phosphite (Phi) in roots. It catalyzes the three sequential P-base methylation of phosphoethanolamine to phosphocholine.  Homologous biochemical function to NMT1 (At3g18000). Double mutants of NMT1 and NMT3 are defective in leaf; root, flower, seed, and pollen development., Other Name: ATPMT3;DEG26;NMT;NMT3;PHOSPHOETHANOLAMINE METHYLTRANSFERASE3, Keywords: diacylglycerol biosynthetic process;phosphatidylcholine biosynthetic process;phosphatidylethanolamine metabolic process;pollen development;triglyceride biosynthetic process;phosphatidylcholine biosynthetic process;cytoplasm;N-methyltransferase activity;phosphoethanolamine N-methyltransferase activity;vascular leaf expansion stage;anther;guard cell;petal;root vascular system;sepal;vascular leaf primordium,"
AT1G23320,protein_coding,"Description: Encodes a protein with similarity to the TAA1 trytophan aminotransferase involved in IAA biosynthesis. This gene appears to be expressed at a very low level during seedling development. Triple mutant analyses implicate this gene in embryonic development., Other Name: TAR1;TRYPTOPHAN AMINOTRANSFERASE RELATED 1, Keywords: cotyledon development;cotyledon vascular tissue pattern formation;embryo development ending in seed dormancy;primary root development;response to ethylene;amino acid metabolic process;nucleus;L-tryptophan:2-oxoglutarate aminotransferase activity;L-tryptophan:pyruvate aminotransferase activity;transaminase activity;seedling development stage;flower;plant sperm cell,"
AT1G30490,protein_coding,"Description: Dominant PHV mutations cause transformation of abaxial leaf fates into adaxial leaf fates. Has overlapping functions with PHABULOSA; REVOLUTA and CORONA/ATHB15 in patterning the apical portion of the embryo. Encodes a member of HD-Zip family which contains homeodomain-leucine zipper domains and domain similar to a mammalian sterol binding domain., Other Name: ATHB9;PHAVOLUTA;PHV, Keywords: adaxial/abaxial axis specification;determination of bilateral symmetry;embryonic pattern specification;integument development;meristem initiation;polarity specification of adaxial/abaxial axis;primary shoot apical meristem specification;nucleus;DNA binding;DNA-binding transcription factor activity;lipid binding;protein binding;transcription cis-regulatory region binding;LP.02 two leaves visible stage;LP.04 four leaves visible stage;LP.06 six leaves visible stage;LP.08 eight leaves visible stage;LP.10 ten leaves visible stage;LP.12 twelve leaves visible stage;flowering stage;mature plant embryo stage;petal differentiation and expansion stage;plant embryo bilateral stage;plant embryo cotyledonary stage;plant embryo globular stage;vascular leaf senescent stage;carpel;cauline leaf;collective leaf structure;cotyledon;flower;flower meristem;flower pedicel;guard cell;hypocotyl;inflorescence meristem;inner integument;leaf apex;leaf lamina base;petal;petiole;plant embryo;pollen;portion of vascular tissue;root;seed;sepal;shoot apex;shoot apical meristem;shoot system;stamen;stem;vascular leaf,"
AT1G45180,protein_coding,"Description: RING-type E3 ligase; together with other TEARs redundantly promotes DELLA degradation to positively regulate seed  germination., Other Name: CTL05;TEAR5;TIE1-ASSOCIATED RING-TYPE E3 LIGASE5, Keywords: response to far red light;seed germination;nucleus;ubiquitin protein ligase activity;L mature pollen stage;LP.04 four leaves visible stage;LP.06 six leaves visible stage;LP.08 eight leaves visible stage;LP.10 ten leaves visible stage;LP.12 twelve leaves visible stage;flowering stage;mature plant embryo stage;petal differentiation and expansion stage;plant embryo bilateral stage;plant embryo cotyledonary stage;carpel;collective leaf structure;cotyledon;flower;guard cell;hypocotyl;inflorescence meristem;leaf apex;petal;plant embryo;plant sperm cell;pollen;root;seed;sepal;shoot apex;stamen;stem;vascular leaf,"
AT1G49130,protein_coding,"Description: Subgroup III member of the B-box (BBX) family; repressor of floral transition under long-day conditions; regulated by heat shock; interacts with CO; negatively regulates flowering time., Other Name: B-BOX DOMAIN PROTEIN 17;BBX17, Keywords: regulation of DNA-templated transcription;response to heat;regulation of DNA-templated transcription;nucleus;nucleus;DNA-binding transcription factor activity;protein binding;zinc ion binding;guard cell,"
AT1G44970,protein_coding,"Description: Encodes a class III peroxidase that is genetically redundant with PRX40; expressed in the tapetum, and essential for proper anther and pollen development. Peroxidase required for casparian strip lignification as well as partially required for SGN-dependent compensatory lignification., Other Name: PER9;PEROXIDASE 9;PEROXIDASE9;PRX9, Keywords: anther wall tapetum development;response to oxidative stress;extracellular region;heme binding;lactoperoxidase activity;peroxidase activity;flowering stage;mature plant embryo stage;petal differentiation and expansion stage;plant embryo bilateral stage;plant embryo cotyledonary stage;plant embryo globular stage;vascular leaf senescent stage;cauline leaf;collective leaf structure;flower;flower pedicel;gynoecium;hypocotyl;petal;plant embryo;plant ovary;pollen;root;seed;sepal;shoot apex;stamen;stigma;vascular leaf;tapetum,"
AT1G26220,protein_coding,"Description: Catalyzes formation of N-acetylserotonin (NAS) from serotonin. Involved in the GA-related flowering pathway., Other Name: GCN5-related N-acetyltransferase 1;GNAT1;SEROTONIN N-ACETYLTRANSFERASE 2;SNAT2, Keywords: N-terminal protein amino acid acetylation;melatonin biosynthetic process;peptidyl-lysine acetylation;regulation of photoperiodism, flowering;cytoplasm;chloroplast;N-acetyltransferase activity;aralkylamine N-acetyltransferase activity;protein heterodimerization activity;LP.02 two leaves visible stage;LP.04 four leaves visible stage;LP.06 six leaves visible stage;LP.08 eight leaves visible stage;LP.10 ten leaves visible stage;LP.12 twelve leaves visible stage;flowering stage;petal differentiation and expansion stage;plant embryo globular stage;vascular leaf senescent stage;carpel;cauline leaf;collective leaf structure;cotyledon;flower;guard cell;inflorescence meristem;leaf apex;leaf lamina base;petal;petiole;plant embryo;pollen;sepal;shoot apex;shoot system;stamen;stem;vascular leaf,"
AT1G44900,protein_coding,"Description: Encodes MCM2 (MINICHROMOSOME MAINTENANCE 2); a protein essential to embryo development. Overexpression results in altered root meristem function., Other Name: ATMCM2;MCM2;MINICHROMOSOME MAINTENANCE 2, Keywords: embryo development ending in seed dormancy;regulation of cell population proliferation;regulation of root meristem growth;root development;double-strand break repair via break-induced replication;mitotic DNA replication initiation;nucleus;chromatin;nucleus;MCM complex;THO complex;3'-5' DNA helicase activity;single-stranded DNA helicase activity;protein binding;single-stranded DNA binding;IL.00 inflorescence just visible stage;LP.02 two leaves visible stage;LP.04 four leaves visible stage;LP.10 ten leaves visible stage;LP.12 twelve leaves visible stage;flowering stage;mature plant embryo stage;petal differentiation and expansion stage;plant embryo bilateral stage;plant embryo cotyledonary stage;plant embryo globular stage;vascular leaf senescent stage;carpel;cauline leaf;collective leaf structure;flower;flower pedicel;guard cell;hypocotyl;leaf apex;leaf lamina base;petal;petiole;plant embryo;plant sperm cell;pollen tube cell;quiescent center;root;root initial cell;root meristem;seed;sepal;shoot apex;shoot system;vascular leaf,"
AT1G48850,protein_coding,"Description: Flavoenzyme-encoding gene essential for embryo development., Other Name: EMB1144;embryo defective 1144, Keywords: aromatic amino acid family biosynthetic process;embryo development ending in seed dormancy;aromatic amino acid family biosynthetic process;chorismate biosynthetic process;cytosol;chloroplast;chloroplast stroma;nucleolus;nucleus;plastid;FMN binding;chorismate synthase activity;L mature pollen stage;LP.02 two leaves visible stage;LP.04 four leaves visible stage;LP.06 six leaves visible stage;LP.08 eight leaves visible stage;LP.10 ten leaves visible stage;LP.12 twelve leaves visible stage;M germinated pollen stage;flowering stage;mature plant embryo stage;petal differentiation and expansion stage;plant embryo bilateral stage;plant embryo cotyledonary stage;plant embryo globular stage;vascular leaf senescent stage;carpel;cauline leaf;collective leaf structure;cotyledon;flower;flower pedicel;fruit;guard cell;hypocotyl;inflorescence meristem;leaf apex;leaf lamina base;petal;petiole;plant embryo;pollen;pollen tube cell;root;rosette leaf;seed;sepal;shoot apex;shoot system;stamen;stem;vascular leaf,"
AT1G43770,protein_coding,"Description: PHD finger-containing protein. Interacts with BDT1; acts with other PHD proteins   to associate with flowering genes and thereby suppress their transcription., Other Name: PHD1, Keywords: negative regulation of transcription elongation by RNA polymerase II;nucleus;histone reader activity;protein binding;LP.04 four leaves visible stage;flowering stage;mature plant embryo stage;petal differentiation and expansion stage;plant embryo bilateral stage;plant embryo cotyledonary stage;plant embryo globular stage;vascular leaf senescent stage;carpel;cauline leaf;collective leaf structure;flower;flower pedicel;guard cell;inflorescence meristem;leaf lamina base;petal;plant embryo;pollen;root;seed;sepal;shoot apex;shoot system;stamen;stem;vascular leaf,"
AT1G72690,protein_coding,"Description: neurofilament heavy protein;(source:Araport11), Other Name: N/A, Keywords: nucleus;molecular_function;guard cell,"
AT1G77850,protein_coding,"Description: Encodes a transcriptional regulator that directly binds to the promoter of MYB108 and plays a crucial role in anther dehiscence; pollen wall pattern formation, tapetum development, and auxin signal transduction in anthers. It is post-transcriptionally regulated by miR160 and regulates early auxin response genes and megaspore mother cell specification., Other Name: ARF17;AUXIN RESPONSE FACTOR 17, Keywords: adventitious root development;anatomical structure morphogenesis;auxin-activated signaling pathway;callose deposition in cell wall;pollen development;pollen wall assembly;positive regulation of anther dehiscence;regulation of DNA-templated transcription;regulation of DNA-templated transcription;nucleus;DNA-binding transcription factor activity;cis-regulatory region sequence-specific DNA binding;double-stranded DNA binding;LP.02 two leaves visible stage;LP.04 four leaves visible stage;LP.06 six leaves visible stage;LP.08 eight leaves visible stage;LP.10 ten leaves visible stage;LP.12 twelve leaves visible stage;flowering stage;mature plant embryo stage;petal differentiation and expansion stage;plant embryo bilateral stage;plant embryo cotyledonary stage;plant embryo globular stage;vascular leaf senescent stage;carpel;cauline leaf;collective leaf structure;cotyledon;flower;flower pedicel;guard cell;hypocotyl;inflorescence meristem;leaf apex;leaf lamina base;petal;petiole;plant egg cell;plant embryo;pollen;root;seed;sepal;shoot apex;shoot system;stamen;stem;vascular leaf;anther wall endothecium,"
AT1G76730,protein_coding,"Description: Encodes a paralog of ATP-dependent folate salvage enzyme 5-formyltetrahydrofolate cycloligase (5-FCL) that is targeted to chloroplasts and to be required for embryo viability and lacks 5-FCL activity., Other Name: CLUSTERS OF ORTHOLOGOUS GROUP 212;COG0212, Keywords: cytoplasm;chloroplast;mitochondrion;5-formyltetrahydrofolate cyclo-ligase activity;L mature pollen stage;LP.02 two leaves visible stage;LP.04 four leaves visible stage;LP.06 six leaves visible stage;LP.08 eight leaves visible stage;LP.10 ten leaves visible stage;LP.12 twelve leaves visible stage;M germinated pollen stage;flowering stage;mature plant embryo stage;petal differentiation and expansion stage;plant embryo bilateral stage;plant embryo cotyledonary stage;plant embryo globular stage;vascular leaf senescent stage;carpel;cauline leaf;collective leaf structure;cotyledon;flower;flower pedicel;guard cell;hypocotyl;inflorescence meristem;leaf apex;leaf lamina base;petal;petiole;plant embryo;pollen;pollen tube cell;rosette leaf;seed;sepal;shoot apex;shoot system;stamen;stem;vascular leaf,"
AT1G72010,protein_coding,"Description: Modulates GA-dependent stamen filament elongation by direct activation of SAUR63 subfamily genes through conserved target sites in their promoters. Promotes together with TCP7; 8, 14, 15, 21, and 23 endoreduplication-dependent cell expansion in leaf., Other Name: ATTCP22;TCP DOMAIN PROTEIN 22;TCP22, Keywords: regulation of DNA-templated transcription;nucleus;nucleus;DNA-binding transcription factor activity;sequence-specific DNA binding;guard cell,"
AT1G72100,protein_coding,"Description: late embryogenesis abundant domain-containing protein / LEA domain-containing protein;(source:Araport11), Other Name: N/A, Keywords: chloroplast;pexophagosome;molecular_function;plant sperm cell,"
AT1G72770,protein_coding,"Description: mutant has ABA hypersensitive inhibition of seed germination; Protein Phosphatase 2C; regulates the activation of the Snf1-related kinase OST1 by abscisic acid. The mRNA is cell-to-cell mobile., Other Name: ATHAB1;HAB1;HYPERSENSITIVE TO ABA1, Keywords: regulation of intracellular signal transduction;chloroplast;protein binding;protein serine/threonine phosphatase activity;LP.02 two leaves visible stage;LP.04 four leaves visible stage;LP.06 six leaves visible stage;LP.08 eight leaves visible stage;LP.10 ten leaves visible stage;LP.12 twelve leaves visible stage;M germinated pollen stage;flowering stage;mature plant embryo stage;petal differentiation and expansion stage;plant embryo bilateral stage;plant embryo cotyledonary stage;plant embryo globular stage;seed germination stage;vascular leaf senescent stage;carpel;cauline leaf;collective leaf structure;cotyledon;flower;flower pedicel;guard cell;hypocotyl;inflorescence meristem;leaf apex;leaf lamina base;petal;petiole;plant embryo;pollen;root;seed;sepal;shoot apex;shoot system;stamen;stem;vascular leaf;cell-to-cell mobile RNA,"
AT1G20710,protein_coding,"Description: Encodes a WUSCHEL-related homeobox gene family member with 65 amino acids in its homeodomain.  Proteins in this family contain a sequence of eight residues (TLPLFPMH) downstream of the homeodomain called the WUS box., Other Name: WOX10;WOX13B;WUSCHEL related homeobox 10;WUSCHEL related homeobox 13B, Keywords: regulation of DNA-templated transcription;nucleus;DNA-binding transcription factor activity,"
AT1G17920,protein_coding,"Description: Encodes a homeobox-leucine zipper family protein belonging to the HD-ZIP IV family.  Together with HDG11; it is involved in trichome branching. Essential for embryo initial cell polarization in  the radial axis initiation., Other Name: HDG12;homeodomain GLABROUS 12, Keywords: maintenance of floral organ identity;trichome branching;cell differentiation;maintenance of floral organ identity;nucleus;DNA-binding transcription factor activity;DNA-binding transcription factor activity, RNA polymerase II-specific;lipid binding;protein binding;LP.04 four leaves visible stage;LP.10 ten leaves visible stage;LP.12 twelve leaves visible stage;flowering stage;mature plant embryo stage;petal differentiation and expansion stage;plant embryo bilateral stage;plant embryo cotyledonary stage;plant embryo globular stage;seedling development stage;vascular leaf senescent stage;carpel;cauline leaf;collective leaf structure;flower;flower pedicel;fruit;guard cell;inflorescence meristem;lateral root tip;leaf lamina base;nucellus;petal;plant embryo;plant ovule;pollen;root;seed;sepal;shoot apex;shoot apical meristem;shoot system;stem;stipule;trichome;vascular leaf;vascular leaf primordium;plant egg cell,"
AT1G17980,protein_coding,"Description: Encodes a poly(A) polymerase. Located in the nucleus.  It limits founder-cell recruitment to organ primordia and suppresses the salicylic acid-independent immune response downstream of EDS1/PAD4. It also mediates pollen maturation by regulating sperm cell differentiation., Other Name: PAPS1;POLY(A) POLYMERASE 1, Keywords: flower development;leaf development;negative regulation of cell population proliferation;negative regulation of innate immune response;petal formation;RNA 3'-end processing;nucleus;nucleus;poly(A) RNA polymerase activity;protein binding;LP.02 two leaves visible stage;LP.04 four leaves visible stage;LP.06 six leaves visible stage;LP.08 eight leaves visible stage;LP.10 ten leaves visible stage;LP.12 twelve leaves visible stage;flowering stage;mature plant embryo stage;petal differentiation and expansion stage;plant embryo bilateral stage;plant embryo cotyledonary stage;plant embryo globular stage;vascular leaf senescent stage;carpel;cauline leaf;collective leaf structure;cotyledon;flower;flower pedicel;guard cell;hypocotyl;inflorescence meristem;leaf apex;leaf lamina base;petal;petiole;plant embryo;pollen;radicle;root;root vascular system;seed;sepal;shoot apex;shoot system;stamen;stem;vascular leaf,"
AT1G20700,protein_coding,"Description: Encodes WOX14; a WUSCHEL-related homeobox gene family member with 65 amino acids in its homeodomain.  Proteins in this family contain a sequence of eight residues (TLPLFPMH) downstream of the homeodomain called the WUS box. Functions in the shoot meristem organizing center to maintain the stem cells in an undifferentiated state. WOX4 and WOX14 act downstream of the PXY receptor kinase to regulate plant vascular proliferation independently of any role in vascular organisation., Other Name: ATWOX14;WOX14;WUSCHEL RELATED HOMEOBOX 14;WUSCHEL related homeobox 14, Keywords: cell division;phloem or xylem histogenesis;primary shoot apical meristem specification;nucleus;DNA-binding transcription factor activity;protein binding;transcription cis-regulatory region binding;flowering stage;petal differentiation and expansion stage;plant embryo cotyledonary stage;carpel;collective leaf structure;flower;hypocotyl;inflorescence meristem;pericycle;petal;plant sperm cell;root;seed;sepal;shoot apex;shoot apical meristem;stamen;vascular cambium,"
AT1G25480,protein_coding,"Description: Encodes a phosphorylation-dependent anion channel that can mediate malate release from the vacuole and is required for stomatal closure in response to abscisic acid., Other Name: ALMT4;ALUMINIUM ACTIVATED MALATE TRANSPORTER 4, Keywords: malate transmembrane transport;stomatal closure;plant-type vacuole membrane;nucleus;vacuole;monoatomic anion channel activity;guard cell;hypocotyl;leaf;root;vascular system,"
AT1G63490,protein_coding,"Description: Histone demethylase belonging to the KDM5/JARID1 family which plays crucial roles in response to dehydration stress and abscisic acid (ABA). Directly binds the chromatin of OPEN STOMATA 1 (OST1) and demethylated H3K4me3 for the regulation of OST1 mRNA abundance; thereby modulating the dehydration stress response., Other Name: JMJ17;JUMONJI DOMAIN-CONTAINING PROTEIN 17, Keywords: developmental growth;plant organ development;regulation of DNA-templated transcription;regulation of stomatal closure;response to water deprivation;abscisic acid-activated signaling pathway;response to water deprivation;chromatin remodeling;negative regulation of gene expression, epigenetic;regulation of gene expression;response to abscisic acid;response to water deprivation;negative regulation of leaf senescence;chromatin;nucleus;nucleus;DNA binding;DNA-binding transcription factor activity;chromatin DNA binding;histone H3K4 demethylase activity;histone demethylase activity;sequence-specific DNA binding;LP.02 two leaves visible stage;LP.04 four leaves visible stage;LP.06 six leaves visible stage;LP.08 eight leaves visible stage;LP.10 ten leaves visible stage;LP.12 twelve leaves visible stage;M germinated pollen stage;flowering stage;mature plant embryo stage;petal differentiation and expansion stage;plant embryo bilateral stage;plant embryo cotyledonary stage;plant embryo globular stage;vascular leaf senescent stage;carpel;cauline leaf;collective leaf structure;flower;flower pedicel;fruit;guard cell;hypocotyl;inflorescence meristem;leaf;leaf apex;petal;petiole;plant embryo;pollen;pollen tube cell;root;seed;sepal;shoot apex;shoot system;stamen;stem;vascular leaf;vascular system,"
AT1G50120,protein_coding,"Description: Encodes a Golgi-localized protein which regulates pollen tube growth. Required for TGN formation and Golgi structure maintenance., Other Name: LOSS OF TGN;LOT, Keywords: retrograde transport, endosome to Golgi;retrograde transport, endosome to Golgi;Golgi cisterna;pollen tube;Golgi membrane;nucleus;Ric1-Rgp1 guanyl-nucleotide exchange factor complex;molecular_function;LP.02 two leaves visible stage;LP.04 four leaves visible stage;LP.06 six leaves visible stage;LP.08 eight leaves visible stage;LP.10 ten leaves visible stage;LP.12 twelve leaves visible stage;flowering stage;mature plant embryo stage;petal differentiation and expansion stage;plant embryo bilateral stage;plant embryo cotyledonary stage;plant embryo globular stage;vascular leaf senescent stage;pollen;carpel;cauline leaf;collective leaf structure;cotyledon;cultured plant cell;filament;flower;flower pedicel;guard cell;hypocotyl;inflorescence meristem;lateral root primordium;leaf;leaf apex;leaf lamina base;petal;petiole;plant embryo;pollen;root;root tip;seed;sepal;shoot apex;shoot system;stamen;stem;vascular leaf;cell-to-cell mobile RNA,"
AT1G78390,protein_coding,"Description: Encodes 9-cis-epoxycarotenoid dioxygenase; a key enzyme in the biosynthesis of abscisic acid. The expression of this gene increases during the first 6h of imbibition., Other Name: ATNCED9;NCED9;NINE-CIS-EPOXYCAROTENOID DIOXYGENASE 9, Keywords: abscisic acid biosynthetic process;seed dormancy process;carotene catabolic process;chloroplast stroma;chloroplast;chloroplast stroma;9-cis-epoxycarotenoid dioxygenase activity;carotenoid dioxygenase activity;plant embryo;seed;testa,"
AT1G12990,protein_coding,"Description: Candidate gene identified by compressed variance component mixed model reveals epistasis associated with flowering., Other Name: N/A, Keywords: N-acetylglucosamine metabolic process;protein N-linked glycosylation;Golgi apparatus;membrane;beta-1,4-mannosylglycoprotein 4-beta-N-acetylglucosaminyltransferase activity;glycosyltransferase activity;LP.02 two leaves visible stage;LP.04 four leaves visible stage;LP.06 six leaves visible stage;LP.08 eight leaves visible stage;LP.10 ten leaves visible stage;LP.12 twelve leaves visible stage;flowering stage;mature plant embryo stage;petal differentiation and expansion stage;plant embryo bilateral stage;plant embryo cotyledonary stage;plant embryo globular stage;vascular leaf senescent stage;carpel;cauline leaf;collective leaf structure;cotyledon;flower;flower pedicel;guard cell;hypocotyl;inflorescence meristem;leaf apex;leaf lamina base;petal;petiole;plant embryo;plant sperm cell;pollen;root;seed;sepal;shoot apex;shoot system;stamen;stem;vascular leaf,"
AT1G28270,protein_coding,"Description: Member of a diversely expressed predicted peptide family showing sequence similarity to tobacco Rapid Alkalinization Factor (RALF); and is believed to play an essential role in the physiology of Arabidopsis.  Consists of a single exon and is characterized by a conserved C-terminal motif and N-terminal signal peptide. RALF4 and RALF19 act redundantly in the pollen tube to regulate pollen tube growth., Other Name: ATRALF4;RALF4;RALFL4;RAPID ALKALINIZATION FACTOR 4;ralf-like 4, Keywords: cell-cell signaling;regulation of pollen tube growth;calcium-mediated signaling;apoplast;extracellular region;hormone activity;protein binding;L mature pollen stage;M germinated pollen stage;flowering stage;petal differentiation and expansion stage;plant embryo globular stage;carpel;collective leaf structure;flower;petal;plant embryo;pollen;pollen tube cell;sepal;stamen,"
AT1G24340,protein_coding,"Description: A locus involved in embryogenesis. Mutations in this locus result in embryo lethality. The mRNA is cell-to-cell mobile., Other Name: EMB260;EMBRYO DEFECTIVE 260;emb2421;embryo defective 2421, Keywords: embryo development ending in seed dormancy;ubiquinone biosynthetic process;ubiquinone biosynthetic process;mitochondrion;cytoplasm;mitochondrion;3-demethoxyubiquinol 3-hydroxylase activity;LP.02 two leaves visible stage;LP.04 four leaves visible stage;LP.06 six leaves visible stage;LP.08 eight leaves visible stage;LP.10 ten leaves visible stage;LP.12 twelve leaves visible stage;M germinated pollen stage;flowering stage;mature plant embryo stage;petal differentiation and expansion stage;plant embryo bilateral stage;plant embryo cotyledonary stage;plant embryo globular stage;vascular leaf senescent stage;carpel;cauline leaf;collective leaf structure;cotyledon;flower;flower pedicel;guard cell;hypocotyl;inflorescence meristem;leaf apex;leaf lamina base;petal;petiole;plant egg cell;plant embryo;pollen;root;seed;sepal;shoot apex;shoot system;stamen;stem;vascular leaf;cell-to-cell mobile RNA,"
AT1G16500,protein_coding,"Description: filamentous hemagglutinin transporter;(source:Araport11), Other Name: N/A, Keywords: nucleus;molecular_function;LP.02 two leaves visible stage;LP.04 four leaves visible stage;LP.06 six leaves visible stage;LP.08 eight leaves visible stage;LP.10 ten leaves visible stage;LP.12 twelve leaves visible stage;flowering stage;mature plant embryo stage;petal differentiation and expansion stage;plant embryo bilateral stage;plant embryo cotyledonary stage;plant embryo globular stage;vascular leaf senescent stage;carpel;cauline leaf;collective leaf structure;cotyledon;flower;flower pedicel;guard cell;hypocotyl;inflorescence meristem;leaf apex;leaf lamina base;petal;petiole;plant embryo;pollen;root;seed;sepal;shoot apex;shoot system;stamen;stem;vascular leaf,"
AT1G25260,protein_coding,"Description: Involved in male gamete development. Trans-acting factor in the assembly of the pre-60S particle; affects ribosome gene expression., Other Name: RDP;RDP1;REDUCED POLLEN NUMBER;REDUCED POLLEN NUMBER 1, Keywords: ribosome assembly;nuclear-transcribed mRNA catabolic process;rRNA processing;ribosomal large subunit biogenesis;nucleolus;cytosolic ribosome;nucleus;preribosome, large subunit precursor;molecular_function;LP.02 two leaves visible stage;LP.04 four leaves visible stage;LP.06 six leaves visible stage;LP.08 eight leaves visible stage;LP.10 ten leaves visible stage;LP.12 twelve leaves visible stage;flowering stage;mature plant embryo stage;petal differentiation and expansion stage;plant embryo bilateral stage;plant embryo cotyledonary stage;plant embryo globular stage;vascular leaf senescent stage;carpel;cauline leaf;collective leaf structure;cotyledon;cultured plant cell;flower;flower pedicel;guard cell;hypocotyl;inflorescence meristem;leaf apex;leaf lamina base;microsporocyte;petal;petiole;plant embryo;pollen;primordium;root;seed;sepal;shoot apex;shoot system;stamen;stem;vascular leaf,"
AT1G06840,protein_coding,"Description: Homomultimers interact with cytoplasmic signaling molecule PBL27; resulting in herbivory resistance, in an ethylene-dependent manner., Other Name: HAK1;HDS-ASSOCIATED RLK1, Keywords: protein phosphorylation;protein phosphorylation;extracellular region;plasma membrane;ATP binding;histone H2AS1 kinase activity;protein binding;protein kinase activity;protein serine/threonine kinase activity;LP.04 four leaves visible stage;LP.06 six leaves visible stage;LP.10 ten leaves visible stage;flowering stage;mature plant embryo stage;petal differentiation and expansion stage;plant embryo bilateral stage;plant embryo cotyledonary stage;plant embryo globular stage;carpel;collective leaf structure;cotyledon;flower;flower pedicel;guard cell;hypocotyl;inflorescence meristem;leaf apex;petal;plant callus;plant embryo;pollen;root;seed;sepal;shoot apex;stamen;stem;vascular leaf,"
AT1G06780,protein_coding,"Description: Encodes a protein with  putative galacturonosyltransferase activity. Required for synthesis of native homogalacturonan in growing pollen tubes; critical role in pollen tube growh and male fertility., Other Name: GAUT6;Galacturonosyltransferase 6, Keywords: pectin biosynthetic process;Golgi apparatus;glycosyltransferase activity;polygalacturonate 4-alpha-galacturonosyltransferase activity;L mature pollen stage;LP.02 two leaves visible stage;LP.04 four leaves visible stage;LP.06 six leaves visible stage;LP.08 eight leaves visible stage;LP.10 ten leaves visible stage;LP.12 twelve leaves visible stage;M germinated pollen stage;flowering stage;mature plant embryo stage;petal differentiation and expansion stage;plant embryo bilateral stage;plant embryo cotyledonary stage;plant embryo globular stage;vascular leaf senescent stage;carpel;cauline leaf;collective leaf structure;cotyledon;flower;flower pedicel;guard cell;hypocotyl;inflorescence meristem;leaf apex;leaf lamina base;petal;petiole;plant embryo;plant sperm cell;pollen;pollen tube cell;root;seed;sepal;shoot apex;shoot system;stamen;stem;vascular leaf,"
AT1G31780,protein_coding,"Description: Encodes a component of the  oligomeric Golgi (COG) complex. Found in pollen golgi apparatus. Loss of function results in defects in pollen tube growth resulting in lack of transmission through the pollen., Other Name: COG6;CONSERVED OLIGOMERIC GOLGI COMPLEX 6, Keywords: Golgi organization;pollen tube growth;intra-Golgi vesicle-mediated transport;Golgi apparatus;Golgi transport complex;protein binding;L mature pollen stage;LP.02 two leaves visible stage;LP.04 four leaves visible stage;LP.06 six leaves visible stage;LP.08 eight leaves visible stage;LP.10 ten leaves visible stage;LP.12 twelve leaves visible stage;M germinated pollen stage;flowering stage;mature plant embryo stage;petal differentiation and expansion stage;plant embryo bilateral stage;plant embryo cotyledonary stage;plant embryo globular stage;vascular leaf senescent stage;carpel;cauline leaf;collective leaf structure;cotyledon;flower;flower pedicel;guard cell;hypocotyl;inflorescence meristem;leaf apex;leaf lamina base;leaf vascular system;petal;petiole;plant embryo;plant sperm cell;pollen;pollen tube cell;root;seed;sepal;shoot apex;shoot system;stamen;stem;vascular leaf;cell-to-cell mobile RNA,"
AT1G31870,protein_coding,"Description: Ortholog of yeast BUD13 RES complex protein. Functions in pre mRNA processing of RNAs expressed in embryos., Other Name: BUD SITESELECTION PROTEIN 13;BUD13, Keywords: mRNA splicing, via spliceosome;mRNA splicing, via spliceosome;cytoplasm;nucleus;U2-type spliceosomal complex;molecular_function;L mature pollen stage;LP.02 two leaves visible stage;LP.04 four leaves visible stage;LP.06 six leaves visible stage;LP.08 eight leaves visible stage;LP.10 ten leaves visible stage;LP.12 twelve leaves visible stage;M germinated pollen stage;flowering stage;mature plant embryo stage;petal differentiation and expansion stage;plant embryo bilateral stage;plant embryo cotyledonary stage;plant embryo globular stage;vascular leaf senescent stage;carpel;cauline leaf;collective leaf structure;cotyledon;cultured plant cell;flower;flower pedicel;guard cell;hypocotyl;inflorescence meristem;leaf apex;leaf lamina base;petal;petiole;plant embryo;plant sperm cell;pollen;pollen tube cell;root;seed;sepal;shoot apex;shoot system;stamen;stem;vascular leaf,"
